名称,分类,地区,原描述,原字数,新描述(100-200字),备注
六盘水市文物局,政府机构,国内-贵州,未找到独立文物局网站,10,六盘水市文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
遵义市文物局,政府机构,国内-贵州,未找到独立文物局网站,10,遵义市文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
安顺市文物局,政府机构,国内-贵州,未找到独立文物局网站,10,安顺市文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
毕节市文物局,政府机构,国内-贵州,未找到独立文物局网站,10,毕节市文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
铜仁市文物局,政府机构,国内-贵州,未找到独立文物局网站,10,铜仁市文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
黔西南州文物局,政府机构,国内-贵州,未找到独立文物局网站,10,黔西南州文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
黔东南州文物局,政府机构,国内-贵州,未找到独立文物局网站,10,黔东南州文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
黔南州文物局,政府机构,国内-贵州,未找到独立文物局网站,10,黔南州文物局是贵州文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
昆明市文物局,政府机构,国内-云南,未找到独立文物局网站,10,昆明市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
曲靖市文物局,政府机构,国内-云南,未找到独立文物局网站,10,曲靖市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
玉溪市文物局,政府机构,国内-云南,未找到独立文物局网站,10,玉溪市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
保山市文物局,政府机构,国内-云南,未找到独立文物局网站,10,保山市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
昭通市文物局,政府机构,国内-云南,未找到独立文物局网站,10,昭通市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
丽江市文物局,政府机构,国内-云南,未找到独立文物局网站,10,丽江市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
普洱市文物局,政府机构,国内-云南,未找到独立文物局网站,10,普洱市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
临沧市文物局,政府机构,国内-云南,未找到独立文物局网站,10,临沧市文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
楚雄州文物局,政府机构,国内-云南,未找到独立文物局网站,10,楚雄州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
红河州文物局,政府机构,国内-云南,未找到独立文物局网站,10,红河州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
文山州文物局,政府机构,国内-云南,未找到独立文物局网站,10,文山州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
西双版纳州文物局,政府机构,国内-云南,未找到独立文物局网站,10,西双版纳州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
大理州文物局,政府机构,国内-云南,未找到独立文物局网站,10,大理州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
德宏州文物局,政府机构,国内-云南,未找到独立文物局网站,10,德宏州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
怒江州文物局,政府机构,国内-云南,未找到独立文物局网站,10,怒江州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
迪庆州文物局,政府机构,国内-云南,未找到独立文物局网站,10,迪庆州文物局是云南文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
陕西省文物局,政府机构,国内-陕西,陕西省文物局官方网站,10,陕西省文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
宝鸡市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,宝鸡市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
咸阳是文物局,政府机构,国内-陕西,未找到独立文物局网站,10,咸阳是文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
铜川市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,铜川市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
渭南市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,渭南市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
延安市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,延安市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
榆林市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,榆林市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
汉中市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,汉中市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
安康市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,安康市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
商洛市文物局,政府机构,国内-陕西,未找到独立文物局网站,10,商洛市文物局是陕西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
甘肃省文物局,政府机构,国内-甘肃,甘肃省文物局官方网站,10,甘肃省文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
兰州市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,兰州市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
嘉峪关市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,嘉峪关市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
金昌市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,金昌市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
白银市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,白银市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
天水市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,天水市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
武威市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,武威市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
张掖市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,张掖市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
平凉市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,平凉市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
酒泉市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,酒泉市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
庆阳市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,庆阳市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
定西市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,定西市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
陇南市文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,陇南市文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
临夏州文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,临夏州文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
甘南州文物局,政府机构,国内-甘肃,未找到独立文物局网站,10,甘南州文物局是甘肃文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
西宁市文物局,政府机构,国内-青海,未找到独立文物局网站,10,西宁市文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
海东市文物局,政府机构,国内-青海,未找到独立文物局网站,10,海东市文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
海北州文物局,政府机构,国内-青海,未找到独立文物局网站,10,海北州文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
黄南州文物局,政府机构,国内-青海,未找到独立文物局网站,10,黄南州文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
海南州文物局,政府机构,国内-青海,未找到独立文物局网站,10,海南州文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
果洛州文物局,政府机构,国内-青海,未找到独立文物局网站,10,果洛州文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
玉树州文物局,政府机构,国内-青海,未找到独立文物局网站,10,玉树州文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
海西州文物局,政府机构,国内-青海,未找到独立文物局网站,10,海西州文物局是青海文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
呼和浩特市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,呼和浩特市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
包头市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,包头市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
乌海市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,乌海市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
赤峰市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,赤峰市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
通辽市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,通辽市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
鄂尔多斯市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,鄂尔多斯市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
呼伦贝尔市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,呼伦贝尔市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
巴彦淖尔市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,巴彦淖尔市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
乌兰察布市文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,乌兰察布市文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
兴安盟文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,兴安盟文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
锡林郭勒盟文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,锡林郭勒盟文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
阿拉善盟文物局,政府机构,国内-内蒙古,未找到独立文物局网站,10,阿拉善盟文物局是内蒙古文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
南宁市文物局,政府机构,国内-广西,未找到独立文物局网站,10,南宁市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
柳州市文物局,政府机构,国内-广西,未找到独立文物局网站,10,柳州市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
桂林市文物局,政府机构,国内-广西,未找到独立文物局网站,10,桂林市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
